application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION - Split 1,APPLICATION_CLASSIFICATION - Split 2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,CCCUpdateDate
APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103183,Relevant Energy Concepts LLC,N/A,,N/A,,,1833 Roosevelt Avenue,1833 Roosevelt Avenue,Springfield,MA,01109,,,1833 Roosevelt Avenue,1833 Roosevelt Avenue,Springfield,MA,01109,85-2318289,PDOA103183,Fri Sep 11 2020 10:14:34 GMT-0400 (Eastern Daylight Time),Tue Sep 08 2020 15:42:53 GMT-0400 (Eastern Daylight Time),,True,,EE202251,APPROVED,EE202251,,,,,Not a DBE,,,,Thu Aug 06 2020 10:13:14 GMT-0400 (Eastern Daylight Time),Fri Sep 18 2020 08:00:59 GMT-0400 (Eastern Daylight Time),Mon Sep 21 2020 12:59:27 GMT-0400 (Eastern Daylight Time),Mon Sep 21 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 21 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,7/21/2021,COMPLETE,MP281763,"Green Meadows Farm, LLC",Southbridge,MA,01550,42.082497,-72.043201,PO Box 2249,,Hamilton,MA,01982,POINT (-71.840209 42.329642),POINT (-72.043200 42.0824969),PO Box 2249,,Hamilton,MA,01982,61-1897653,MPN281763,Tue Mar 31 2020 17:06:37 GMT-0400 (Eastern Daylight Time),Mon Mar 23 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 25 2019 13:49:49 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:55:22 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),64 Mill St,1st Floor,Worcester County,1500,10000,01550,Southbridge,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283504,"Aspen Blue Mashpee, Inc.",Mashpee,MA,02649,41.609125,-70.492518,14 Wags Road,,Mashpee,MA,02649,POINT (-70.301811 41.698999),POINT (-70.492518 41.6091249),20 Centerville Road,,Warwick,RI,02886,86-3195188,MCN283504,Thu Sep 09 2021 14:20:49 GMT-0400 (Eastern Daylight Time),Fri Jun 04 2021 14:44:32 GMT-0400 (Eastern Daylight Time),Tue Mar 14 2023 13:38:12 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Mon May 03 2021 09:37:51 GMT-0400 (Eastern Daylight Time),Tue Oct 05 2021 15:39:17 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:23:31 GMT-0500 (Eastern Standard Time),Tue Mar 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Mar 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),14 Wags Rd,N/A,Barnstable County,400,2500,02649,Mashpee,Barnstable,41.698999,-70.301811,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,6/12/2020,COMPLETE,MR281967,"Berkshire Welco, LLC",Sheffield,MA,01257,42.143573,-73.363137,264 Main St.,3rd Floor,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.363136 42.1435730),264 Main St.,3rd Floor,Great Barrington,MA,01230,82-4943268,MRN281967,Tue Dec 03 2019 13:20:53 GMT-0500 (Eastern Standard Time),Wed May 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 20:43:16 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,Thu Mar 05 2020 03:00:00 GMT-0500 (Eastern Standard Time),Sun Oct 14 2018 22:50:52 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:24:20 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 04 2024 03:00:00 GMT-0500 (Eastern Standard Time),1375 Main St,N/A,Berkshire County,300,10000,01257,Sheffield,Berkshire,42.396128,-73.209889,Western MA,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/26/2022,COMPLETE,MR282902,Green Era LLC,Mendon,MA,01756,42.098649,-71.503792,25 Cape Rd,,Mendon,MA,01756,POINT (-71.840209 42.329642),POINT (-71.503792 42.0986490),45 Bodwell St,,Avon,MA,02322,83-1832421,MRN282902,Mon Apr 06 2020 10:28:57 GMT-0400 (Eastern Daylight Time),Wed Feb 19 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Minority-Owned Business,,,Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jul 30 2019 07:47:03 GMT-0400 (Eastern Daylight Time),Fri May 22 2020 08:24:23 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:10:46 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 02 2023 03:00:00 GMT-0500 (Eastern Standard Time),25 Cape Rd,N/A,Worcester County,300,10000,01756,Mendon,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Cultivator,Expedited Review - License Type,Expedited,License Type,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283627,"Middleborough Growers, Inc.",Middleborough,MA,02346,41.808619,-70.803031,20 Centerville Road,,Warwick,RI,02886,POINT (-70.818958 41.978877),POINT (-70.803031 41.808619),20 Centerville Road,,Warwick,RI,02886,87-3112425,MCN283627,Mon Dec 13 2021 15:47:56 GMT-0500 (Eastern Standard Time),Wed Dec 01 2021 14:34:32 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,Thu Oct 14 2021 13:40:18 GMT-0400 (Eastern Daylight Time),Fri Dec 17 2021 11:16:59 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:21:26 GMT-0500 (Eastern Standard Time),,,672 Wareham St,N/A,Plymouth County,1500,,02346,Middleboro,Plymouth,41.978877,-70.818958,,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284177,"Natural Agricultural Products, LLC",Abington,MA,02351,42.14417,-70.951724,4 Main Street,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-70.951723 42.1441700),4 Main Street,,Brockton,MA,02301,82-4298481,MRN284177,Thu Jul 28 2022 08:54:56 GMT-0400 (Eastern Daylight Time),Thu Jan 13 2022 09:51:23 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,,Sun Mar 21 2021 13:37:50 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:18:30 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:42:53 GMT-0500 (Eastern Standard Time),Wed Dec 28 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 28 2023 03:00:00 GMT-0500 (Eastern Standard Time),1437 Bedford St,N/A,Plymouth County,1500,10000,02351,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282515,Aspen Blue Cultures Inc.,Attleboro,MA,02703,41.94579,-71.273974,40 Forest Street,,Attleboro,MA,02703,POINT (-71.102131 41.778329),POINT (-71.273973 41.9457900),72 Pine Street,,Providence,RI,02903,83-2407755,MCN282515,Fri May 15 2020 20:52:33 GMT-0400 (Eastern Daylight Time),Mon May 18 2020 09:53:50 GMT-0400 (Eastern Daylight Time),Fri Jan 22 2021 14:45:33 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,Tue Nov 26 2019 11:59:02 GMT-0500 (Eastern Standard Time),Fri Jul 17 2020 10:12:03 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:28:06 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 22 2023 03:00:00 GMT-0500 (Eastern Standard Time),40 Forest St,N/A,Bristol County,2000,22500,02703,Attleboro,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282183,"Lifted Genetics, LLC",Hopedale,MA,01747,42.103721,-71.516945,42 Holliston St,,Medway,MA,02053,POINT (-71.840209 42.329642),POINT (-71.516945 42.103721),42 Holliston St,,Medway,MA,02053,83-4383350,MCN282183,Wed Apr 29 2020 15:21:52 GMT-0400 (Eastern Daylight Time),Fri Mar 20 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Mon Jun 03 2019 14:51:30 GMT-0400 (Eastern Daylight Time),Fri Jul 10 2020 09:09:55 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:22:39 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Nov 19 2023 03:00:00 GMT-0500 (Eastern Standard Time),6 Condon Way,N/A,Worcester County,400,2500,01747,Hopedale,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282265,"Mass Tree Holdings, LLC",Rutland,MA,01543,42.37609,-71.935162,79-81 Main St.,,Rutland,MA,01543,POINT (-71.840209 42.329642),POINT (-71.935162 42.3760899),10 Peabody St,,Worcester,MA,01604,86-3958713,MPN282265,Mon Jun 19 2023 22:57:58 GMT-0400 (Eastern Daylight Time),Tue Jun 06 2023 12:39:40 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,,Tue Feb 21 2023 12:55:33 GMT-0500 (Eastern Standard Time),Fri Jun 30 2023 09:59:21 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:31:10 GMT-0400 (Eastern Daylight Time),,,81 Main St,N/A,Worcester County,1500,,01543,Rutland,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1274,Ember Gardens Delivery LLC,Middleborough,,02346,,,254 Newhill Ave,,Somerset,MA,02726,POINT (-70.818958 41.978877),,254 Newhill Ave,,Somerset,MA,02726,85-1239749,MDA1274,Wed Sep 29 2021 14:09:41 GMT-0400 (Eastern Daylight Time),Wed Sep 08 2021 13:54:22 GMT-0400 (Eastern Daylight Time),,,,SE304227,,,,,,,Not a DBE | Minority-Owned Business,,,,Mon Aug 16 2021 14:43:40 GMT-0400 (Eastern Daylight Time),Tue Oct 05 2021 15:08:21 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:32:39 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,02346,Middleboro,Plymouth,41.978877,-70.818958,,8/14/2023
APPROVED,Marijuana Cultivator,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283481,Riverside Cannabis LLC,Holyoke,MA,01040,42.196637,-72.602168,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),1 Cabot Street,,Holyoke,MA,01040,86-3190130,MCN283481,Tue May 11 2021 15:07:20 GMT-0400 (Eastern Daylight Time),Tue May 11 2021 11:51:25 GMT-0400 (Eastern Daylight Time),Wed Jul 28 2021 21:16:07 GMT-0400 (Eastern Daylight Time),,yes,SE304773,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Sun Apr 18 2021 08:01:12 GMT-0400 (Eastern Daylight Time),Fri May 28 2021 10:53:33 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:41:50 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1 Cabot St,N/A,Hampden County,,1250,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,9/21/2020,COMPLETE,MP281407,"The Heirloom Collective, Inc.",Bernardston,MA,01337,42.669471,-72.537543,38 Arbor Way,,North Easton,MA,02356,POINT (-72.573941 42.587072),POINT (-72.537542 42.6694710),38 Arbor Way,,North Easton,MA,02356,47-5460213,MPN281407,Thu May 09 2019 21:48:58 GMT-0400 (Eastern Daylight Time),Fri Mar 29 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Oct 01 2019 12:37:02 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201869,RPA201869,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 18 2018 15:54:06 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 13 2019 11:40:56 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 01 2023 04:00:00 GMT-0400 (Eastern Daylight Time),87 Northfield Rd,N/A,Franklin County,300,5000,01337,Bernardston,Franklin,42.587072,-72.573941,Western MA,9/5/2023
APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282187,Four Score Holdings LLC,Charlton,MA,01507,42.139084,-72.01981,144 Sturbridge Road,,Charlton,MA,01507,POINT (-71.840209 42.329642),POINT (-72.019810 42.1390839),144 Sturbridge Road,,Charlton,MA,01507,83-3664748,MCN282187,Tue Mar 10 2020 16:37:51 GMT-0400 (Eastern Daylight Time),Tue Feb 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 05 2020 12:17:16 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Wed Jun 05 2019 12:30:48 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:49:45 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),144 Sturbridge Rd,N/A,Worcester County,400,2500,01507,Charlton,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281899,"Community Gardens, LLC",Mansfield,MA,02048,42.009382,-71.237428,500 School St,,Mansfield,MA,02048,POINT (-71.102131 41.778329),POINT (-71.237427 42.0093820),2 Clarke Street,,Sharon,MA,02067,84-3674139,MPN281899,Wed Sep 30 2020 09:56:51 GMT-0400 (Eastern Daylight Time),Thu Jul 16 2020 10:51:41 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,,Wed Jun 10 2020 14:19:57 GMT-0400 (Eastern Daylight Time),Thu Oct 01 2020 10:02:46 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:18:25 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri Jan 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),500 School St,N/A,Bristol County,1500,10000,02048,Mansfield,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,2/25/2020,COMPLETE,MR281835,Theory Wellness Inc,Chicopee,MA,01020,42.160706,-72.553467,672 Fuller Road,,Chicopee,MA,01020,POINT (-72.571312 42.12756),POINT (-72.553466 42.1607059),38 Montvale Ave,#210,Stoneham,MA,02180,47-5615911,MRN281835,Sun Mar 03 2019 21:22:37 GMT-0500 (Eastern Standard Time),Fri Mar 01 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 03 2019 09:09:09 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201916,RPA201916,Not a DBE,,,Thu Jan 16 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 23 2018 17:23:34 GMT-0400 (Eastern Daylight Time),Thu Mar 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 14:04:31 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),672 Fuller Rd,N/A,Hampden County,300,5000,01020,Chicopee,Hampden,42.12756,-72.571312,Western MA,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283436,"Pharmacannis Massachusetts, Inc.",Franklin,MA,02038,42.33076,-71.12304,164 Grove Street,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.123040 42.3307599),190 South LaSalle,29th Floor,Chicago,IL,60603,46-3307025,MRN283436,Thu Jan 21 2021 17:50:55 GMT-0500 (Eastern Standard Time),Tue Nov 17 2020 13:13:49 GMT-0500 (Eastern Standard Time),,True,no,,,,,APPROVED,RP201821,RPA201821,Not a DBE,,,,Tue Apr 07 2020 16:00:47 GMT-0400 (Eastern Daylight Time),Thu Jan 28 2021 12:30:32 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:02:16 GMT-0500 (Eastern Standard Time),Fri Feb 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Apr 07 2024 04:00:00 GMT-0400 (Eastern Daylight Time),232 Boylston St,N/A,Norfolk County,1500,10000,02038,Franklin,Norfolk,42.199156,-71.15444,Central MA,9/5/2023
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282449,SAN Holdings LLC,Taunton,MA,02780,41.884728,-71.067585,21 Second Street,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.067584 41.8847280),21 Second Street,,Taunton,MA,02780,84-1874682,MRN282449,Wed Mar 31 2021 13:42:04 GMT-0400 (Eastern Daylight Time),Mon Feb 10 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Woman-Owned Business,,,,Wed Feb 27 2019 00:02:54 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:10:10 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:12:02 GMT-0400 (Eastern Daylight Time),Thu Jul 01 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 01 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,No Current Official address (To be updated),Bristol County,300,10000,02780,Taunton,Bristol,41.778329,-71.102131,Southeast and Cape,9/5/2023
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103061,TSC Delivery LLC,N/A,,N/A,,,25 Harriman Rd,,Hudson,MA,01749,,,25 Harriman Rd,,Hudson,MA,01749,85-1899227,PDOA103061,Fri Sep 25 2020 12:35:59 GMT-0400 (Eastern Daylight Time),Fri Sep 04 2020 13:46:35 GMT-0400 (Eastern Daylight Time),,,,SE303732,,,,,,,Veteran-Owned Business,,,,Fri May 29 2020 09:58:38 GMT-0400 (Eastern Daylight Time),,Fri Oct 02 2020 15:13:17 GMT-0400 (Eastern Daylight Time),Fri Oct 02 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 02 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/14/2023
APPROVED,Marijuana Cultivator,Expedited Review - License Type,Expedited,License Type,COMMENCE OPS,COMMENCE OPS,6/16/2023,COMPLETE,MC283608,"UC Cultivation, LLC",Ashby,MA,01431,42.647277,-71.790603,601 Fitchburg State Road,,Ashby,MA,01431,POINT (-71.275566 42.459085),POINT (-71.790603 42.6472770),601 Fitchburg State Road,,Ashby,MA,01431,87-2433821,MCN283608,Tue Dec 07 2021 08:59:36 GMT-0500 (Eastern Standard Time),Mon Oct 18 2021 16:04:08 GMT-0400 (Eastern Daylight Time),Mon Mar 21 2022 16:48:12 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Not a DBE,Outdoor,"Tier 05: 30,001 to 40,000 sq. ft",Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 27 2021 10:40:35 GMT-0400 (Eastern Daylight Time),Fri Dec 10 2021 13:39:29 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:49:21 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),601 Fitchburg State Rd,N/A,Middlesex County,1500,11250,01431,Ashby,Middlesex,42.459085,-71.275566,Central MA,9/5/2023
APPROVED,Marijuana Cultivator,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/30/2019,COMPLETE,MC281550,Temescal Wellness of Massachusetts,Worcester,MA,01604,42.231796,-71.792798,141 SW Cutoff,,Worcester,MA,01604,POINT (-71.840209 42.329642),POINT (-71.792798 42.2317960),665 Cochituate Road,2nd Floor,Framingham,MA,01701,46-2527018,MCN281550,Sun Sep 09 2018 12:59:05 GMT-0400 (Eastern Daylight Time),Mon Aug 27 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 03 2018 10:56:29 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201850,RP201850,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Jan 10 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 13 2018 11:49:32 GMT-0400 (Eastern Daylight Time),Wed Sep 12 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Nov 01 2018 15:27:01 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 03 2023 03:00:00 GMT-0500 (Eastern Standard Time),,N/A,Worcester County,400,2500,01604,Worcester,Worcester,42.329642,-71.840209,Central MA,9/5/2023
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,7/15/2020,COMPLETE,MR281950,"Sanctuary Medicinals, Inc.",Brookline,MA,02446,42.34157,-71.122232,234 Taylor Street,,Littleton,MA,01460,POINT (-71.15444 42.199156),POINT (-71.122231 42.3415699),234 Taylor Street,,Littleton,MA,01460,82-0978452,MRN281950,Wed Oct 31 2018 16:18:53 GMT-0400 (Eastern Daylight Time),Wed Nov 07 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 17 2019 12:43:07 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201958,RPA201958,Not a DBE,,,Thu Jun 04 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 05 2018 12:45:47 GMT-0400 (Eastern Daylight Time),Thu Nov 08 2018 00:00:00 GMT-0500 (Eastern Standard Time),Fri Dec 14 2018 11:57:25 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 23 2024 03:00:00 GMT-0500 (Eastern Standard Time),1351 Beacon St,N/A,Norfolk County,300,5000,02446,Brookline,Norfolk,42.199156,-71.15444,Metro Boston,9/5/2023
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/8/2021,COMPLETE,MR281779,Delta 420 LLC,Blackstone,MA,01504,42.017297,-71.542434,199 Main Street,,Blackstone,MA,01504,POINT (-71.840209 42.329642),POINT (-71.542434 42.0172969),199 Main Street,,Blackstone,MA,01504,83-4720355,MRN281779,Mon Jul 20 2020 14:15:53 GMT-0400 (Eastern Daylight Time),Thu Jan 23 2020 00:00:00 GMT-0500 (Eastern Standard Time),Mon Sep 14 2020 13:50:39 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Minority-Owned Business,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sat Aug 04 2018 17:14:47 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:57:57 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),199 Main St,N/A,Worcester County,300,10000,01504,Blackstone,Worcester,42.329642,-71.840209,Central MA,9/5/2023
