application_status,license_type,APPLICATION_CLASSIFICATION,APPROVED_LICENSE_TYPE,Approved_License_Stages,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,ORIGINAL_SUBMITTED_DATE,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,APPLICATION_DENIED_DATE,CCCUpdateDate,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ID
REOPENED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MR283184,Emerald River LLC,Holyoke,,01040,,,127 Saint Kolbe Dr,,Holyoke,MA,01040,POINT (-72.571312 42.12756),,127 Saint Kolbe Dr,,Holyoke,MA,01040,84-2206309,MRN283184,12/16/2019 11:48:23 PM,12/16/2019 11:48:23 PM,3/20/2020 12:00:00 AM,,,,,SE304495,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/16/2019 01:59:58 PM,,,,,,,,,,,0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31
PENDING,Marijuana Delivery Operator,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,MD1291,Massachusetts Caregivers LLC,Greenfield,,01301,,,405 Deerfield St.,,Greenfield,MA,01301,POINT (-72.573941 42.587072),,52 B Northampton St.,,Easthampton,MA,01027,12-1234567,MDA1291,12/19/2021 03:48:28 PM,3/13/2023 09:36:52 AM,6/22/2022 10:42:37 AM,,,,SE303999,SE303999,,,,,,,Not a DBE,,,,,,,,,,,,,,,12/17/2021 02:47:35 PM,,,,,,,,,,,0,01301,Greenfield,Franklin,42.587072,-72.573941,Western MA,132
REOPENED,Marijuana Product Manufacturer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MP282099,Core Technologies LLC,Worcester,,01608,,,640 Lincoln Street,,Worcester,MA,01605,POINT (-71.840209 42.329642),,161 Crabtree Road,,Quincy,MA,02171,84-3800829,MPN282099,7/2/2022 10:12:20 PM,8/9/2022 01:37:21 PM,8/17/2022 04:44:32 PM,,,no,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,7/15/2021 05:15:57 PM,,,,,,,,,,,0,01608,Worcester,Worcester,42.329642,-71.840209,Central MA,251
PENDING,Marijuana Product Manufacturer,Expedited Review - DBE Status,IN PROCESS,IN PROCESS,INCOMPLETE,MP282224,"Eudiamonia Health, LLC",Clinton,MA,01510,42.409983,-71.679317,20 Cameron  Street,,Clinton,MA,01510,POINT (-71.840209 42.329642),POINT (-71.679316 42.4099829),60 Schoolmasters Lane,,Dedham,MA,02026,88-1610302,MPN282224,10/21/2022 09:16:25 PM,2/16/2023 12:01:57 PM,11/4/2022 10:44:50 AM,,,no,,,,,,,,,Veteran-Owned Business,,,,,,,,,,,,,,,8/5/2022 08:40:23 AM,2/24/2023 10:29:08 AM,,,,,4/24/2023,20 Cameron St,N/A,Worcester County,,0,01510,Clinton,Worcester,42.329642,-71.840209,Central MA,198
PENDING,Marijuana Cultivator,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,MC283846,Coastal Roots LLC,Middleborough,MA,02346,41.856716,-70.864105,112 Winter Street,,Hanson,MA,02341,POINT (-70.818958 41.978877),POINT (-70.864104 41.8567159),112 Winter Street,,Hanson,MA,02341,85-1767963,MCN283846,2/27/2023 01:24:03 PM,4/5/2023 02:29:52 PM,3/6/2023 09:13:08 AM,,,yes,SE305010,SE305010,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,,,,,,,,,,,,2/24/2023 03:52:36 PM,4/14/2023 10:13:21 AM,,,,,4/24/2023,9 Charlotte Ct,Building #9,Plymouth County,,0,02346,Middleboro,Plymouth,41.978877,-70.818958,,528
REOPENED,Marijuana Retailer,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MR282978,"Mission Adams, LLC",Adams,,01220,,,150 Howland Ave,,Adams,MA,01220,POINT (-73.209889 42.396128),,133 Pearl Street,,Boston,MA,02110,84-3241836,MRN282978,11/7/2019 02:04:35 PM,11/7/2019 02:04:35 PM,2/24/2020 12:00:00 AM,,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,9/6/2019 11:05:47 AM,,,,,,,,,,,0,01220,Adams,Berkshire,42.396128,-73.209889,Western MA,98
REOPENED,Marijuana Retailer,Priority Review - MTC Priority,IN PROCESS,IN PROCESS,INCOMPLETE,MR281372,"Middlesex Integrative Medicine, Inc.",Waltham,,02451,,,155 Federal Street,Suite 402,Boston,MA,02110,POINT (-71.275566 42.459085),,155 Federal Street,Suite 402,Boston,MA,02110,46-3441347,MRN281372,3/3/2021 10:18:58 PM,3/3/2021 10:18:58 PM,3/5/2021 09:55:18 AM,,True,no,,,,,,APPROVED,RP201900,RPA201900,Not a DBE,,,,,,,,,,,,,,,5/2/2018 02:12:02 PM,,,,,,,,,,,0,02451,Waltham,Middlesex,42.459085,-71.275566,Northeast,556
PENDING,Marijuana Cultivator,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,MC282143,"XH Management, Inc",Leominster,MA,01453,42.286807,-71.578652,200 Highland Avenue,Suite 304,Needham,MA,02494,POINT (-71.840209 42.329642),POINT (-71.578652 42.2868070),PO BOX 961799,,BOSTON,MA,02196,83-2351429,MCN282143,9/19/2019 05:19:27 PM,3/27/2023 02:34:55 PM,2/18/2020 12:00:00 AM,,,,,,,,,,,,Not a DBE,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,,,,,,,,,,,5/13/2019 10:05:10 AM,3/31/2023 11:31:41 AM,,,,,4/24/2023,25 Research Dr,N/A,Worcester County,,0,01453,Leominster,Worcester,42.329642,-71.840209,Central MA,175
REOPENED,Marijuana Cultivator,Expedited Review - DBE Status,IN PROCESS,IN PROCESS,INCOMPLETE,MC283245,"Exotica Farms, LLC",Holyoke,,01040,,,5 APPLETON STREET,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),,5 APPLETON STREET,,HOLYOKE,MA,01040,84-5129343,MCN283245,1/22/2021 03:20:33 PM,2/16/2021 11:32:04 PM,1/29/2021 09:16:51 AM,,,no,,,,,,,,,Minority-Owned Business,Indoor,"Tier 09: 70,001 to 80,000 sq. ft",,,,,,,,,,,,,12/16/2020 08:28:26 AM,,,,,,,,,,,0,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,31
PENDING,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,MP282266,Coastal Roots LLC,Middleborough,MA,02346,41.856716,-70.864105,112 Winter Street,,Hanson,MA,02341,POINT (-70.818958 41.978877),POINT (-70.864104 41.8567159),112 Winter Street,,Hanson,MA,02341,85-1767963,MPN282266,2/27/2023 12:46:10 PM,4/5/2023 02:30:59 PM,3/6/2023 09:13:47 AM,,,yes,SE305010,SE305010,,,,,,,Not a DBE,,,,,,,,,,,,,,,2/23/2023 03:02:15 PM,4/14/2023 10:12:50 AM,,,,,4/24/2023,9 Charlotte Ct,Building #9,Plymouth County,,0,02346,Middleboro,Plymouth,41.978877,-70.818958,,528
REOPENED,Marijuana Cultivator,Expedited Review - License Type,IN PROCESS,IN PROCESS,INCOMPLETE,MC283718,Mountaintop Cannabis Cultivators LLC,Windsor,,01270,,,1335 Savoy Road,,Windsor,MA,01270,POINT (-73.209889 42.396128),,1335 Savoy Road,,Windsor,MA,01270,86-3939101,MCN283718,5/3/2022 06:56:56 PM,5/3/2022 06:56:56 PM,5/18/2022 04:33:47 PM,,,no,,,,,,,,,Not a DBE,Outdoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,3/29/2022 03:51:16 PM,,,,,,,,,,,0,01270,Windsor,Berkshire,42.396128,-73.209889,Western MA,131
PENDING,Marijuana Courier,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,DO100165,Green Speed Delivery Inc,Athol,,01331,,,226 South Main Street,,Fall River,MA,02721,POINT (-71.840209 42.329642),,"226 South Main Street, Suite #6",,Fall River,MA,02721,87-0930605,DOA100165,2/28/2022 07:52:19 PM,7/18/2022 01:26:10 PM,3/17/2022 12:31:24 PM,,,,SE305147,SE305147,,,,,,,Not a DBE,,,,,,,,,,,,,,,2/28/2022 07:16:41 PM,,,,,,,,,,,0,01331,Athol,Worcester,42.329642,-71.840209,Western MA,135
REOPENED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,IN PROCESS,IN PROCESS,INCOMPLETE,PMD5958,"AJS Enterprises, LLC",N/A,,N/A,,,315 A St,Apt 601,Boston,MA,02210,,,315 A St,Apt 601,Boston,MA,02210,86-1908928,PMDA5958,11/23/2021 02:57:07 PM,11/23/2021 02:57:07 PM,11/30/2021 02:59:18 PM,,,,SE304322,SE304322,,,,,,,Not a DBE,,,,,,,,,,,,,,,11/14/2021 08:14:10 PM,,,,,,,,,,,0,,,,,,,
REOPENED,Marijuana Delivery Operator,Expedited Review - Two or More,IN PROCESS,IN PROCESS,INCOMPLETE,MD1315,"WeeDeliver, LLC",Worcester,,01605,,,640 Lincoln St,,Worcester,MA,01605,POINT (-71.840209 42.329642),,430 Truman HWY,,Milton,MA,02186,87-2195863,MDA1315,6/27/2022 08:31:38 PM,6/27/2022 08:31:38 PM,7/5/2022 03:49:55 PM,,,,SE303936,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,,,,,,,,,,,,6/27/2022 11:13:29 AM,,,,,,,,,,,0,01605,Worcester,Worcester,42.329642,-71.840209,Central MA,248
REOPENED,Marijuana Research Facility,General Applicant,IN PROCESS,IN PROCESS,INCOMPLETE,RE281260,"SIRA NATURALS, INC.",Milford,,01757,,,13 COMMERCIAL WAY,,MILFORD,MA,01757,POINT (-71.840209 42.329642),,300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,46-5147723,REN281260,4/18/2018 09:16:36 PM,7/10/2018 09:07:12 AM,9/14/2021 12:37:11 PM,,True,,,,,,,APPROVED,RP201855,RP201855,Not a DBE,,,,,,,,,,,,,,,4/18/2018 08:39:43 AM,,,,,,,,,,,0,01757,Milford,Worcester,42.329642,-71.840209,Central MA,284
